Time	Fluo2	mtRCamp
170.38	18.79172	18.23827
170.39	22.07134	17.47885
170.4	25.14151	16.86783
170.41	27.14424	17.0131
170.42	27.89305	17.79285
170.43	24.43611	20.70078
170.44	21.58492	21.97235
170.45	20.17929	19.33893
170.46	19.8292	16.37917
170.47	21.34804	12.84157
170.48	22.19143	12.79062
170.49	22.12681	17.42677
170.5	24.38405	18.68381
170.51	29.03674	16.45466
170.52	29.83234	18.51487
170.53	27.57061	23.97506
170.54	24.83542	21.95184
170.55	21.81427	15.40913
170.56	22.37798	15.49036
170.57	24.55905	18.5601
170.58	25.72803	17.03284
170.59	26.5681	14.0117
170.6	24.83684	17.25919
170.61	22.54255	21.87931
170.62	20.80706	18.16921
170.63	19.14346	13.38729
170.64	18.38606	12.77178
170.65	17.76929	12.43553
170.66	22.53519	15.94107
170.67	27.08145	19.03952
170.68	29.19791	17.63441
170.69	30.22737	16.55556
170.7	25.02567	17.34703
170.71	21.35662	17.55724
170.72	23.31126	15.63465
170.73	24.10874	14.42632
170.74	21.92766	15.0565
170.75	20.95198	15.80937
170.76	22.26042	16.7947
170.77	22.41345	18.78286
170.78	20.91115	22.20775
170.79	22.11966	23.67643
170.8	26.30398	22.99765
170.81	27.79845	20.97872
170.82	27.023	17.82885
170.83	23.61531	17.96905
170.84	18.51028	20.23077
170.85	20.11943	18.93396
170.86	24.982	15.91281
170.87	26.94285	16.16409
170.88	27.88011	17.56972
170.89	23.68076	17.45371
170.9	18.23609	16.9688
170.91	19.92195	17.0185
170.92	22.66858	17.14775
170.93	20.03081	15.61366
170.94	17.03819	13.96552
170.95	21.10929	11.99433
170.96	24.85921	10.49572
170.97	24.16492	15.53613
170.98	22.858	19.59225
170.99	17.55859	17.23386
171	13.64907	15.17711
171.01	15.34575	14.33704
171.02	17.64007	14.59851
171.03	21.59795	17.92622
171.04	23.5251	19.45788
171.05	21.328	17.34194
171.06	20.89466	16.20349
171.07	23.15638	16.55864
171.08	24.16638	17.7633
171.09	23.71403	19.9604
171.1	24.52977	20.85538
171.11	26.48442	20.58087
171.12	28.60201	20.06685
171.13	30.83168	19.38807
171.14	28.8403	14.72266
171.15	24.65599	7.98609
171.16	23.93251	9.17653
171.17	24.53012	13.39289
171.18	26.21199	15.72232
171.19	28.18318	17.54824
171.2	27.17039	15.83768
171.21	25.65155	13.52736
171.22	24.96606	16.28861
171.23	24.35243	19.48707
171.24	24.24815	21.31553
171.25	24.05455	22.91195
171.26	22.09991	20.61818
171.27	19.97817	18.65288
171.28	16.60187	19.15382
171.29	14.42985	19.57484
171.3	17.62831	19.63946
171.31	20.06727	19.03281
171.32	20.21306	16.39939
171.33	19.58152	15.37116
171.34	17.25518	17.84277
171.35	17.56895	20.06268
171.36	22.18907	21.87206
171.37	26.13247	22.19091
171.38	29.23426	20.65604
171.39	29.03178	19.35273
171.4	25.67151	18.27073
171.41	23.73727	16.71297
171.42	22.84861	14.80641
171.43	22.73863	15.42258
171.44	23.06173	17.44185
171.45	25.57027	21.12042
171.46	28.97914	25.48257
171.47	26.87435	29.98194
171.48	23.15841	34.52142
171.49	23.24033	23.6138
171.5	24.04835	9.75293
171.51	22.75071	12.76628
171.52	21.23239	17.54821
171.53	19.66638	22.09477
171.54	18.25775	26.38961
171.55	21.05298	24.20853
171.56	23.6042	22.36045
171.57	24.00795	23.44298
171.58	24.85055	24.35215
171.59	27.87169	24.40074
171.6	28.71055	23.39016
171.61	22.37773	18.89877
171.62	18.82659	14.28189
171.63	21.79914	9.37072
171.64	23.63485	7.77546
171.65	23.48907	11.95978
171.66	23.31571	15.40039
171.67	23.10582	17.85598
171.68	22.84774	18.58929
171.69	22.54066	17.57138
171.7	24.49238	18.49473
171.71	28.20832	20.93429
171.72	30.07023	20.79039
171.73	30.82966	19.11025
171.74	26.54175	17.46378
171.75	20.01506	15.83223
171.76	18.85436	18.13334
171.77	19.40337	21.68747
171.78	19.28701	19.71708
171.79	19.02853	16.5667
171.8	21.71622	21.62293
171.81	24.76942	27.69727
171.82	24.52031	24.77435
171.83	24.11014	21.50709
171.84	23.39932	21.84622
171.85	22.50678	22.25665
171.86	19.69604	23.41982
171.87	18.01847	23.35386
171.88	22.65461	16.43945
171.89	25.71453	11.3618
171.9	23.11368	12.88065
171.91	20.86991	13.79039
171.92	19.52891	13.16021
171.93	18.63344	13.5283
171.94	18.56882	15.75797
171.95	19.45564	18.08798
171.96	21.68531	20.55959
171.97	22.96046	20.94386
171.98	23.20292	19.06986
171.99	22.44848	16.43718
172	20.86502	13.17358
172.01	22.44363	11.73811
172.02	26.03033	11.4636
172.03	27.97574	12.91757
172.04	29.13891	15.19532
172.05	28.33351	16.48916
172.06	26.84672	17.44245
172.07	26.22261	17.70358
172.08	25.80284	17.80077
172.09	25.2981	28.51707
172.1	24.78114	40.76242
172.11	29.79045	34.2126
172.12	35.08234	26.46615
172.13	27.1826	20.19795
172.14	19.92203	14.40827
172.15	21.02058	14.87664
172.16	22.48561	15.61441
172.17	26.26566	18.05396
172.18	28.67641	19.42804
172.19	25.68784	16.60076
172.2	23.07588	15.14572
172.21	21.49293	17.44001
172.22	20.02845	19.11989
172.23	18.80066	19.57223
172.24	18.39836	19.61823
172.25	19.23842	19.05267
172.26	21.24228	18.81008
172.27	24.58601	18.93932
172.28	26.01888	17.91157
172.29	25.7604	15.85974
172.3	22.48778	15.82082
172.31	17.17286	17.1458
172.32	19.73669	17.75444
172.33	26.32799	17.9969
172.34	27.73732	13.8914
172.35	27.20433	8.15619
172.36	24.67282	13.50243
172.37	21.61962	21.7413
172.38	21.90931	20.21518
172.39	22.74938	17.08134
172.4	22.97689	14.17111
172.41	23.15421	11.27921
172.42	24.38777	12.67316
172.43	25.28576	14.07676
172.44	20.29343	14.9008
172.45	15.97847	15.67593
172.46	16.5766	16.09622
172.47	17.17463	17.01133
172.48	17.77225	20.08055
172.49	17.83155	21.4003
172.5	16.29668	17.53909
172.51	15.53265	15.4404
172.52	16.42132	17.12053
172.53	19.50423	18.10026
172.54	26.11156	17.95499
172.55	29.1112	17.72262
172.56	27.68955	17.38349
172.57	25.73546	17.91783
172.58	23.27987	19.27486
172.59	22.55945	17.22699
172.6	23.09245	12.71957
172.61	24.19972	14.69565
172.62	25.62137	20.22097
172.63	24.46696	18.29372
172.64	22.26986	13.34998
172.65	22.53464	14.34773
172.66	23.50395	17.04577
172.67	19.78765	19.26697
172.68	15.19958	21.39945
172.69	19.30283	19.61191
172.7	24.27862	17.43084
172.71	24.406	19.6574
172.72	24.44416	21.91635
172.73	25.39745	22.17483
172.74	26.25852	22.01171
172.75	26.33917	18.28026
172.76	25.66718	15.00531
172.77	21.35414	13.93881
172.78	18.74807	13.41211
172.79	21.63945	14.62387
172.8	22.84952	15.48855
172.81	20.18405	15.55317
172.82	18.80341	15.54641
172.83	19.62745	15.41717
172.84	19.71542	15.10559
172.85	18.84278	14.55606
172.86	18.32544	15.72541
172.87	18.16415	18.61731
172.88	21.6271	16.94457
172.89	27.87928	11.7589
172.9	28.02748	9.0797
172.91	24.60207	7.86793
172.92	23.03352	10.39114
172.93	22.27462	14.54288
172.94	20.7645	17.41476
172.95	19.01974	19.88689
172.96	25.41754	16.91667
172.97	33.51114	12.813
172.98	31.74881	14.15011
172.99	28.80883	16.13733
173	28.16105	17.03991
173.01	27.55247	17.77751
173.02	24.59594	13.8036
173.03	22.30077	10.49094
173.04	26.67894	13.85069
173.05	29.95722	17.719
173.06	27.27572	24.34287
173.07	24.07898	28.64866
173.08	19.07063	24.80399
173.09	16.96548	20.03165
173.1	22.07051	12.95544
173.11	24.40644	8.98472
173.12	21.66033	10.71345
173.13	19.88047	12.67856
173.14	19.44415	14.97234
173.15	18.80468	16.57057
173.16	17.94858	17.42718
173.17	19.35639	18.46989
173.18	22.61947	19.66512
173.19	25.58454	19.69754
173.2	28.36323	19.00273
173.21	28.94201	20.4311
173.22	28.48967	22.85463
173.23	25.01021	21.8169
173.24	20.50279	19.60377
173.25	20.99446	16.2621
173.26	22.64255	12.65937
173.27	23.85093	12.07697
173.28	24.99807	11.91516
173.29	21.51153	14.58838
173.3	17.83135	17.41257
173.31	23.40527	18.13994
173.32	28.30967	18.6984
173.33	24.91683	17.16353
173.34	21.88896	15.85988
173.35	21.09748	15.9731
173.36	21.24084	15.98976
173.37	24.98883	15.63408
173.38	27.18818	15.97601
173.39	25.23354	18.18914
173.4	22.76134	19.24199
173.41	19.27182	18.0142
173.42	17.83878	18.04257
173.43	19.4543	19.93311
173.44	19.95724	18.54646
173.45	19.19781	13.44143
173.46	19.93988	13.96189
173.47	21.99172	19.38951
173.48	23.61694	18.7428
173.49	24.95743	14.04203
173.5	24.30976	16.32801
173.51	22.6622	22.12785
173.52	20.45949	20.03861
173.53	18.0525	15.04627
173.54	17.42133	18.25227
173.55	17.24349	23.55117
173.56	19.46163	19.57286
173.57	22.06248	14.11268
173.58	21.33571	20.52439
173.59	20.35037	27.85857
173.6	17.69576	25.25776
173.61	15.23673	22.685
173.62	16.06025	21.58645
173.63	16.98868	20.20164
173.64	18.65279	16.80931
173.65	20.15693	14.11528
173.66	20.98097	14.38978
173.67	22.58683	13.84104
173.68	26.46407	10.90054
173.69	28.14804	11.62413
173.7	25.20754	20.07341
173.71	22.04819	23.07241
173.72	18.54265	17.45042
173.73	17.24695	16.54105
173.74	18.62001	21.32298
173.75	19.39012	20.92713
173.76	19.60052	15.72491
173.77	20.40502	16.29928
173.78	21.63229	20.98454
173.79	25.51632	23.73769
173.8	30.83176	25.44988
173.81	28.43687	23.5908
173.82	22.97617	20.31169
173.83	20.10273	20.35116
173.84	17.95422	21.32047
173.85	21.0587	19.78629
173.86	25.11378	17.79908
173.87	23.21343	18.22922
173.88	20.7413	18.89145
173.89	19.2809	14.54512
173.9	18.11271	10.42351
173.91	22.84656	13.68711
173.92	26.97118	16.45099
173.93	26.13111	15.14255
173.94	24.81337	14.37943
173.95	21.24269	16.18829
173.96	19.07124	17.72915
173.97	21.31694	18.42395
173.98	23.63181	19.41064
173.99	26.10342	21.05873
174	26.83904	21.91369
174.01	24.64194	21.42878
174.02	22.73455	21.27631
174.03	21.19968	21.55134
174.04	21.44509	20.58264
174.05	23.44885	18.38554
174.06	24.09219	17.82375
174.07	23.70395	18.50201
174.08	23.51084	17.70484
174.09	23.43019	16.05727
174.1	23.48525	15.70992
174.11	23.59847	15.91981
174.12	21.15121	14.62089
174.13	17.92018	12.8601
174.14	23.05568	13.81181
174.15	29.88944	15.31411
174.16	25.71113	15.45463
174.17	20.26697	15.4386
174.18	18.01042	15.11108
174.19	16.03355	14.85699
174.2	19.42588	17.55504
174.21	22.28484	20.16516
174.22	19.99107	21.92594
174.23	18.57294	23.28756
174.24	21.7714	22.54468
174.25	24.01369	21.61262
174.26	22.96373	20.02915
174.27	22.57592	19.42267
174.28	23.80371	21.19999
174.29	23.3736	20.8587
174.3	19.9487	16.69041
174.31	17.63502	15.29689
174.32	16.84355	17.70439
174.33	17.29656	20.41086
174.34	19.05734	23.43148
174.35	19.68298	20.14261
174.36	19.39193	11.75848
174.37	20.91074	12.72212
174.38	23.54416	19.44267
174.39	22.79359	19.22963
174.4	20.48327	15.82076
174.41	31.74609	16.88353
174.42	47.53007	19.43579
174.43	55.97311	21.14502
174.44	62.75828	22.66387
174.45	79.15453	20.02442
174.46	96.84405	16.82544
174.47	86.30664	25.16251
174.48	74.34625	33.9379
174.49	74.52409	26.58769
174.5	75.83653	19.87748
174.51	90.5049	20.70101
174.52	103.00389	21.35949
174.53	102.60014	21.03639
174.54	102.03724	20.88934
174.55	100.87407	21.4063
174.56	99.21751	21.69208
174.57	96.2615	21.36898
174.58	94.87455	21.2552
174.59	96.52211	21.54625
174.6	94.30205	21.18716
174.61	86.43435	19.87872
174.62	83.02099	18.10487
174.63	84.58843	15.81057
174.64	90.2298	16.14856
174.65	99.37336	18.74942
174.66	102.46381	20.90204
174.67	101.57515	22.76001
174.68	94.53693	19.71107
174.69	84.45611	14.23434
174.7	83.72737	15.15462
174.71	86.37682	18.38566
174.72	88.39287	22.06929
174.73	90.25085	25.86588
174.74	89.12933	23.35343
174.75	87.54638	19.86392
174.76	88.10016	21.70153
174.77	88.81099	23.93068
174.78	85.28492	18.89489
174.79	81.82898	14.22298
174.8	79.59931	15.28948
174.81	77.35105	17.0344
174.82	74.97662	23.38325
174.83	73.88437	27.58453
174.84	78.11676	22.86722
174.85	79.85293	19.20718
174.86	74.4734	18.56097
174.87	72.70986	19.00798
174.88	78.44507	21.72204
174.89	77.89568	22.95824
174.9	67.55638	21.89225
174.91	67.47022	20.66364
174.92	79.58633	19.24147
174.93	79.91635	19.4648
174.94	69.46383	21.19353
174.95	63.76958	19.85463
174.96	61.41118	16.36512
174.97	61.20616	18.58741
174.98	62.1429	23.83822
174.99	67.04156	23.31475
175	73.4876	20.53607
175.01	71.17302	22.34662
175.02	66.45571	25.41584
175.03	68.77244	21.98694
175.04	72.32657	17.4149
175.05	69.67995	17.20858
175.06	66.46494	17.40245
175.07	60.74447	19.91197
175.08	55.3226	22.26299
175.09	56.85747	20.55028
175.1	58.52002	18.86315
175.11	61.18549	17.37688
175.12	62.1201	16.22819
175.13	55.09248	16.63246
175.14	51.05138	16.59866
175.15	56.2536	15.20906
175.16	58.37746	14.38022
175.17	53.64412	14.80051
175.18	52.30139	15.2571
175.19	56.5984	15.77407
175.2	60.88834	19.19846
175.21	65.16933	26.30673
175.22	63.97371	28.855
175.23	57.44703	26.96446
175.24	55.34957	24.87093
175.25	56.56134	22.62575
175.26	53.8769	21.36972
175.27	48.98176	20.67492
175.28	47.7016	21.24198
175.29	47.94406	22.34053
175.3	49.93871	20.705
175.31	52.45891	18.24942
175.32	50.58227	18.49142
175.33	47.83615	19.26687
175.34	52.02897	28.7857
175.35	56.98821	39.27027
175.36	55.23652	26.12371
175.37	53.26574	12.68596
175.38	51.77946	15.57787
175.39	50.29787	18.49178
175.4	48.85967	21.6096
175.41	47.99851	23.87919
175.42	50.09894	21.7953
175.43	51.06874	21.08205
175.44	48.22543	24.99134
175.45	46.83707	27.21744
175.46	48.93699	25.40806
175.47	49.6937	23.15672
175.48	48.06216	20.11955
175.49	48.14941	17.83881
175.5	50.5564	16.57897
175.51	50.03509	16.57262
175.52	46.48096	17.86452
175.53	46.39952	18.46406
175.54	49.08154	18.51266
175.55	43.66776	21.45755
175.56	33.34449	26.15883
175.57	34.20499	23.03381
175.58	40.13406	16.36186
175.59	39.64564	13.6474
175.6	37.06082	12.22575
175.61	42.84212	14.17977
175.62	50.46735	16.87782
175.63	46.88307	19.93319
175.64	41.84266	23.03498
175.65	38.4914	27.50352
175.66	35.37422	31.89421
175.67	41.09341	27.30615
175.68	46.49089	22.69559
175.69	48.28373	17.83302
175.7	48.71065	14.08851
175.71	41.24722	16.80257
175.72	35.48522	18.81401
175.73	36.00218	18.23242
175.74	36.63634	17.75433
175.75	37.5736	17.54393
175.76	37.63151	17.77889
175.77	36.01599	18.86142
175.78	35.89767	18.47982
175.79	37.93296	15.99218
175.8	39.78405	15.74848
175.81	41.43213	17.97764
175.82	41.89918	21.45752
175.83	41.36567	25.99699
175.84	44.18603	26.70248
175.85	49.17785	24.92567
175.86	48.81291	22.53999
175.87	45.84088	19.85797
175.88	39.60033	20.24144
175.89	32.20101	21.71168
175.9	31.87998	21.90899
175.91	33.28561	21.79577
175.92	37.33216	19.95506
175.93	41.77496	17.85514
175.94	38.58797	14.12311
175.95	34.87226	10.28452
175.96	31.44737	14.67872
175.97	28.95511	18.90014
175.98	39.56892	20.69349
175.99	48.40338	22.33964
176	45.54404	23.01842
176.01	42.22162	23.07753
176.02	37.01992	20.62195
176.03	33.41766	19.5277
176.04	34.28978	22.24177
176.05	34.71565	22.35692
176.06	34.23125	17.17072
176.07	33.49798	15.8288
176.08	32.38289	20.38482
176.09	31.55069	20.91086
176.1	31.05027	16.71052
176.11	32.07876	14.55752
176.12	34.48574	14.25044
176.13	33.79666	12.95904
176.14	30.96938	10.98785
176.15	27.43108	12.64788
176.16	23.52179	16.20253
176.17	25.9058	18.54246
176.18	30.70375	20.41646
176.19	32.52152	20.11238
176.2	33.53942	19.22372
176.21	35.01252	19.12137
176.22	36.56341	19.15343
176.23	36.53919	17.44776
176.24	36.37738	15.5903
176.25	39.4154	20.36988
176.26	42.13912	24.87904
176.27	38.11662	22.5041
176.28	34.71172	19.97104
176.29	35.98759	16.23958
176.3	36.67486	13.48527
176.31	34.72022	15.11681
176.32	32.49332	15.70339
176.33	29.44012	13.11857
176.34	28.00225	12.40236
176.35	30.10216	15.77866
176.36	32.79022	17.69137
176.37	36.44154	17.20697
176.38	36.28484	15.67349
176.39	31.37367	12.83018
176.4	28.35873	12.48492
176.41	27.16299	14.53624
176.42	24.72048	18.04873
176.43	21.36021	22.63679
176.44	22.91344	20.94341
176.45	27.21097	15.74171
176.46	28.64048	16.12723
176.47	28.88294	18.82527
176.48	26.22817	19.06321
176.49	22.72211	18.5783
176.5	25.66469	20.42384
176.51	29.849	22.71813
176.52	25.95579	21.09729
176.53	21.20643	19.06148
176.54	27.01656	18.95287
176.55	32.8733	18.9581
176.56	31.04738	20.42834
176.57	29.5791	22.21861
176.58	31.2918	26.85527
176.59	32.65169	29.34549
176.6	32.24795	21.1061
176.61	31.72397	15.19766
176.62	30.80274	16.99101
176.63	29.49656	20.39699
176.64	27.28343	27.60245
176.65	29.04697	29.19216
176.66	37.77075	20.95277
176.67	40.50328	17.63687
176.68	35.269	20.8679
176.69	34.35977	20.16556
176.7	37.86532	15.44826
176.71	36.89785	14.34395
176.72	32.423	16.07269
176.73	26.29928	18.86344
176.74	19.19101	22.28833
176.75	20.55402	26.17134
176.76	25.69162	30.25846
176.77	27.12125	31.20106
176.78	27.36318	31.13644
176.79	27.35282	25.93968
176.8	27.28819	19.63943
176.81	22.3281	19.92849
176.82	16.7547	21.04306
176.83	25.95042	22.40431
176.84	35.58033	23.71458
176.85	31.78426	21.93777
176.86	28.0448	20.4208
176.87	24.91044	21.68064
176.88	22.65552	22.49112
176.89	25.33754	20.77893
176.9	27.7392	19.12974
176.91	29.12829	17.70808
176.92	29.45883	16.57848
176.93	27.10044	16.19076
176.94	27.20509	15.80303
176.95	31.9224	15.41531
176.96	32.86313	16.61162
176.97	28.45238	20.05254
176.98	26.81445	22.49452
176.99	28.18802	23.85155
177	31.38393	23.84381
177.01	36.10124	22.69666
177.02	36.39876	21.44124
177.03	33.87804	20.11677
177.04	32.92006	16.31185
177.05	32.71017	11.31952
177.06	30.09129	12.7637
177.07	26.63435	16.44707
177.08	27.01267	18.53907
177.09	28.30508	20.25177
177.1	26.97352	21.28693
177.11	25.26082	22.22367
177.12	24.70125	22.38729
177.13	24.22294	22.49341
177.14	25.11108	21.00714
177.15	26.16907	19.71668
177.16	29.48127	21.02512
177.17	32.44046	22.0749
177.18	33.15129	21.47729
177.19	33.12053	20.90247
177.2	30.14798	20.41808
177.21	28.08534	19.774
177.22	28.52115	18.69148
177.23	28.33933	17.68426
177.24	26.91819	16.82817
177.25	24.892	18.5389
177.26	21.9515	24.12832
177.27	22.51836	25.10178
177.28	27.13899	20.74015
177.29	29.98857	21.69906
177.3	31.26444	27.38568
177.31	30.28114	26.83227
177.32	27.76094	22.0338
177.33	27.98441	19.7334
177.34	29.61647	18.7155
177.35	30.09792	16.97021
177.36	30.146	14.95094
177.37	27.13628	17.53803
177.38	23.32366	21.33462
177.39	24.18076	27.07101
177.4	25.81282	33.12933
177.41	24.40153	28.65667
177.42	22.73742	23.30918
177.43	24.97154	21.5404
177.44	27.00159	19.80639
177.45	24.73986	17.98099
177.46	22.69563	16.342
177.47	22.24328	16.0675
177.48	21.91103	17.02085
177.49	22.10489	23.35367
177.5	22.43681	26.75748
177.51	23.17969	21.44256
177.52	25.17778	17.0804
177.53	29.87906	14.77008
177.54	32.26162	12.73796
177.55	30.90458	11.15449
177.56	29.07679	11.40379
177.57	26.6698	13.90797
177.58	24.4621	18.72046
177.59	22.44283	25.71551
177.6	20.67617	24.59214
177.61	19.09271	17.58106
177.62	23.29519	14.55193
177.63	30.67849	13.71186
177.64	31.52671	14.8931
177.65	29.71734	16.89634
177.66	29.26282	17.40662
177.67	29.1982	17.48727
177.68	26.72511	23.8538
177.69	23.80064	31.39839
177.7	25.59921	23.82257
177.71	27.87747	14.71106
177.72	29.19608	15.28675
177.73	30.33765	16.13502
177.74	27.76885	17.18497
177.75	25.70916	18.85403
177.76	28.00293	25.81703
177.77	29.10803	30.6584
177.78	24.4233	25.16565
177.79	21.81611	21.9677
177.8	25.93581	26.2001
177.81	28.33059	27.0756
177.82	26.7311	20.17774
177.83	25.34519	15.51038
177.84	24.32729	14.68634
177.85	23.96684	14.67349
177.86	24.46778	15.72345
177.87	24.61437	16.08893
177.88	24.40448	15.76583
177.89	27.34778	16.90995
177.9	32.72732	19.1877
177.91	34.23065	21.65884
177.92	33.4552	24.24366
177.93	30.6015	21.51475
177.94	26.83748	16.45832
177.95	29.04844	16.54084
177.96	33.13556	18.237
177.97	31.06617	20.0135
177.98	27.7059	21.80686
177.99	31.13486	17.09882
178	35.38328	11.60606
178.01	32.55999	15.6309
178.02	29.47753	19.93206
178.03	28.52425	18.36462
178.04	27.40238	16.94857
178.05	24.55907	17.07833
178.06	22.62129	17.3055
178.07	25.62641	18.06441
178.08	27.75177	18.64175
178.09	26.76643	18.57713
178.1	25.96124	18.01334
178.11	25.60557	16.20396
178.12	26.77294	17.34938
178.13	30.74737	23.94069
178.14	31.97728	27.9631
178.15	29.37591	28.39942
178.16	26.79826	24.08381
178.17	24.246	14.68177
178.18	23.63459	14.32876
178.19	24.61992	21.42048
178.2	27.07395	22.88578
178.21	30.45025	20.81792
178.22	29.32333	17.58594
178.23	26.07627	13.8059
178.24	24.63565	18.46874
178.25	23.81161	26.01333
178.26	20.39308	23.78173
178.27	16.37057	19.27431
178.28	18.22659	16.15528
178.29	20.90861	13.23132
178.3	21.85471	27.38975
178.31	22.68943	42.37087
178.32	22.86675	30.20617
178.33	22.88576	18.62009
178.34	20.91509	14.30653
178.35	19.23924	10.42516
178.36	19.38451	9.21339
178.37	20.1258	9.21032
178.38	23.179	13.89558
178.39	25.28807	17.66273
178.4	24.85227	18.95514
178.41	24.47053	18.87854
178.42	24.1955	16.09933
178.43	25.8295	14.07364
178.44	30.30487	13.16947
178.45	30.15784	13.36761
178.46	24.74573	14.82131
178.47	21.3748	15.02622
178.48	19.79134	14.13756
178.49	20.49105	17.5441
178.5	22.72072	23.82884
178.51	23.42607	23.85553
178.52	23.36145	20.72117
178.53	23.30852	19.17907
178.54	23.25993	18.22579
178.55	26.32224	16.19317
178.56	30.18345	13.88337
178.57	29.35516	16.4572
178.58	27.7717	19.81748
178.59	22.96902	23.97129
178.6	17.91259	28.18766
178.61	22.60547	23.21606
178.62	26.99998	18.55174
178.63	25.38446	19.97339
178.64	23.70294	21.153
178.65	21.55444	20.62001
178.66	20.15268	19.35231
178.67	21.94552	14.94156
178.68	22.51044	11.96512
178.69	19.48981	13.17689
178.7	18.20486	14.59591
178.71	20.59583	16.45389
178.72	22.00667	17.35052
178.73	21.86089	16.72034
178.74	23.07365	17.17087
178.75	25.9335	18.93166
178.76	25.24741	18.30091
178.77	21.25695	15.44158
178.78	17.70945	15.87072
178.79	14.47842	18.6494
178.8	16.78245	18.41936
178.81	22.08134	16.56139
178.82	25.22153	16.40039
178.83	27.49928	16.91735
178.84	27.30669	16.96808
178.85	26.41803	16.88744
178.86	27.1144	17.42156
178.87	28.09973	18.06777
178.88	26.86204	16.97674
178.89	25.40834	15.71689
178.9	25.34368	20.3441
178.91	25.42542	24.92395
178.92	28.05833	25.34424
178.93	30.35526	25.64547
178.94	29.88689	24.96669
178.95	29.73608	23.79336
178.96	31.09311	20.2718
178.97	31.00254	18.18236
178.98	26.3178	20.63794
178.99	23.60534	23.34
179	25.38215	26.60309
179.01	26.07456	25.95402
179.02	24.92742	18.66843
179.03	22.37015	15.19754
179.04	17.99249	16.65125
179.05	16.73764	17.02612
179.06	18.57907	16.33132
179.07	20.59485	14.54522
179.08	22.74336	11.92835
179.09	22.53851	15.01099
179.1	20.97159	21.39241
179.11	20.77103	22.31886
179.12	21.15876	20.89668
179.13	21.38599	20.92054
179.14	21.56382	21.38943
179.15	23.01563	17.57883
179.16	24.72782	12.89358
179.17	25.39835	13.18782
179.18	25.94788	14.06046
179.19	29.58836	19.91947
179.2	33.06281	25.75895
179.21	26.18097	23.77173
179.22	20.14945	22.29894
179.23	22.4272	25.85308
179.24	23.72705	28.09392
179.25	19.83378	23.36059
179.26	17.42122	19.5287
179.27	20.13529	18.81788
179.28	22.43731	20.13839
179.29	23.7292	26.43865
179.3	24.87211	26.69367
179.31	25.74474	15.98267
179.32	25.9712	11.7807
179.33	25.30897	16.53057
179.34	24.72523	17.93126
179.35	24.22429	15.79878
179.36	22.12653	14.90653
179.37	18.73421	15.01974
179.38	20.91183	14.58385
179.39	26.53383	13.8084
179.4	28.313	11.31031
179.41	28.313	8.01466
179.42	25.42031	10.51601
179.43	21.5591	14.95829
179.44	22.42359	14.24101
179.45	24.36221	12.35098
179.46	23.66913	18.69605
179.47	22.61866	26.15947
179.48	28.00354	17.05569
179.49	33.63508	7.18435
179.5	29.11163	12.25733
179.51	24.96798	17.04542
179.52	25.35571	18.43451
179.53	25.31609	19.35708
179.54	22.71472	17.48308
179.55	20.93573	16.13814
179.56	22.27674	16.80037
179.57	23.67531	19.2126
179.58	25.2262	26.25625
179.59	24.80593	28.9459
179.6	20.55699	23.17864
179.61	19.17746	18.13187
179.62	22.00474	14.14142
179.63	22.95199	12.90635
179.64	21.78882	14.76433
179.65	21.38874	13.82992
179.66	21.64723	10.48567
179.67	22.02249	10.95663
179.68	22.47484	13.94572
179.69	21.53508	18.30516
179.7	19.90353	23.34557
179.71	19.78911	18.78526
179.72	20.22543	10.73974
179.73	19.27997	13.08934
179.74	17.98756	18.0491
179.75	17.21204	17.12584
179.76	16.51724	15.28389
179.77	24.69242	19.56116
179.78	33.52942	24.29501
179.79	27.43089	20.78834
179.8	21.5741	17.462
179.81	20.24964	17.34878
179.82	19.43172	17.24176
179.83	22.08116	17.17714
179.84	24.11608	16.94721
179.85	23.58309	16.0265
179.86	22.43134	16.02107
179.87	19.50687	18.63795
179.88	17.98694	19.23756
179.89	19.39257	15.63535
179.9	20.36351	13.87894
179.91	20.65456	15.00954
179.92	21.82137	16.57449
179.93	24.0345	18.65837
179.94	24.46235	17.49183
179.95	23.25058	13.34009
179.96	22.42778	13.15144
179.97	21.87877	15.75229
179.98	21.00253	17.45718
179.99	19.95206	18.68497
180	21.68646	15.6547
180.01	24.51374	10.95342
180.02	23.78299	11.63397
180.03	22.0708	13.79902
180.04	23.44568	15.88151
180.05	25.36775	17.94937
180.06	26.40332	20.31289
180.07	27.3566	22.70385
180.08	26.86801	17.77493
180.09	26.13622	13.07176
180.1	20.98259	15.9802
180.11	16.56703	18.18311
180.12	18.00523	14.79027
180.13	20.02001	12.97267
180.14	24.70475	18.44939
180.15	27.28731	22.14598
180.16	23.32943	20.30403
180.17	20.6938	19.61493
180.18	21.0169	21.50547
180.19	19.97258	21.12698
180.2	16.64436	16.95869
180.21	18.05908	17.32696
180.22	25.50699	23.46592
180.23	28.11757	22.44731
180.24	26.00111	14.43435
180.25	27.06014	15.35706
180.26	30.50106	22.98229
180.27	31.77075	23.95947
180.28	31.80332	21.14873
180.29	28.58912	20.09723
180.3	24.00105	19.79015
180.31	26.17743	17.81966
180.32	30.3938	15.34754
180.33	26.39227	15.01805
180.34	20.75425	15.11524
180.35	18.69102	12.79978
180.36	17.02691	10.21495
180.37	20.30564	17.78127
180.38	23.86821	25.29067
180.39	30.75056	19.50686
