Time	Fluo2	mtRCamp
246.8	94.67413	26.17547
246.81	95.11309	26.49775
246.82	97.93985	20.77908
246.83	104.14949	18.25617
246.84	114.0044	19.17689
246.85	122.33917	19.06382
246.86	129.41487	18.09451
246.87	130.6913	20.40107
246.88	128.30033	24.77925
246.89	126.54505	23.02117
246.9	125.09134	18.35195
246.91	120.36855	18.85073
246.92	114.52013	21.12899
246.93	122.03722	21.17046
246.94	132.69962	20.68555
246.95	129.76158	18.0096
246.96	124.88298	15.02102
246.97	124.35083	14.98066
246.98	124.10816	15.15343
246.99	126.32129	19.59623
247	128.35988	23.68642
247.01	128.14999	23.23407
247.02	128.77855	22.6327
247.03	134.65902	21.09783
247.04	137.29131	19.81257
247.05	127.19447	19.50549
247.06	121.48997	18.75964
247.07	127.7256	16.82102
247.08	128.88073	14.97442
247.09	119.93103	13.31082
247.1	118.73306	14.09742
247.11	129.15301	18.55625
247.12	126.68911	21.26913
247.13	109.45143	21.97995
247.14	106.14026	20.89612
247.15	115.1065	18.23013
247.16	116.72215	17.48413
247.17	113.3779	18.03366
247.18	113.33128	18.96829
247.19	114.96282	20.09889
247.2	110.47596	18.44121
247.21	103.70734	15.74369
247.22	98.29778	19.06161
247.23	93.24083	23.94021
247.24	100.1138	21.58352
247.25	108.93478	18.04541
247.26	109.38449	19.27578
247.27	109.15806	20.8913
247.28	109.30046	22.92328
247.29	109.28363	24.87138
247.3	106.55302	25.35578
247.31	103.84022	25.80077
247.32	101.2554	25.96258
247.33	99.49279	24.48596
247.34	101.28614	15.92347
247.35	99.91454	10.98856
247.36	89.21956	16.73979
247.37	86.25661	21.2282
247.38	99.7949	23.02155
247.39	106.57754	22.14876
247.4	102.55504	17.01168
247.41	99.80552	16.73421
247.42	98.60978	22.38825
247.43	97.62263	24.7417
247.44	96.83115	23.99882
247.45	93.23957	24.01663
247.46	87.6336	24.58167
247.47	86.65979	22.26115
247.48	88.21069	18.36789
247.49	88.5178	21.82195
247.5	88.32394	28.23542
247.51	92.36876	26.42387
247.52	97.61957	22.27212
247.53	95.77865	23.00224
247.54	92.62827	24.63378
247.55	84.89229	20.84209
247.56	76.70149	16.51251
247.57	78.81651	14.65727
247.58	81.29552	12.98174
247.59	86.20669	14.04772
247.6	89.95296	15.06722
247.61	83.94324	15.6974
247.62	78.91609	17.05958
247.63	78.60901	21.93818
247.64	78.31731	24.74885
247.65	78.07485	20.93623
247.66	76.2141	17.84457
247.67	70.6407	16.40689
247.68	71.77138	17.52792
247.69	84.35638	23.02068
247.7	82.69508	25.97754
247.71	62.51742	25.63841
247.72	60.32882	25.72772
247.73	76.09573	26.24469
247.74	80.9891	23.7801
247.75	77.54818	19.03022
247.76	72.27022	19.01614
247.77	65.92137	21.76278
247.78	64.20297	20.75754
247.79	64.49402	18.12412
247.8	65.94356	18.20251
247.81	67.75293	19.12322
247.82	66.88497	19.34783
247.83	65.46332	19.42847
247.84	69.89259	20.91083
247.85	75.01365	22.55891
247.86	68.58186	18.09686
247.87	61.83575	13.59446
247.88	61.51265	17.29386
247.89	61.73008	20.45721
247.9	67.33605	18.27665
247.91	71.30809	16.6533
247.92	66.49359	18.02635
247.93	62.03131	18.60529
247.94	58.80028	16.40819
247.95	57.04907	14.1134
247.96	58.95512	11.57717
247.97	58.50148	11.74365
247.98	53.7361	16.84868
247.99	51.68698	18.95932
248	53.39917	16.92351
248.01	58.19058	16.38419
248.02	66.25214	17.43415
248.03	71.92982	21.90891
248.04	75.66179	29.17899
248.05	69.84651	28.71352
248.06	58.08555	23.43066
248.07	54.64151	21.00093
248.08	55.07783	19.90238
248.09	54.19758	24.045
248.1	52.87259	29.95805
248.11	53.00585	26.6492
248.12	53.47422	21.22107
248.13	54.17019	19.82478
248.14	54.89756	18.98471
248.15	52.19175	17.25949
248.16	49.31446	15.49643
248.17	49.45972	15.14076
248.18	49.79447	14.76314
248.19	52.44392	14.11745
248.2	53.87436	14.01954
248.21	47.89669	17.25058
248.22	43.90826	20.46481
248.23	47.54356	23.61468
248.24	49.82249	26.52698
248.25	48.48148	28.80524
248.26	46.64323	27.42258
248.27	43.83198	18.87612
248.28	43.48689	14.17244
248.29	46.78255	15.14175
248.3	48.57663	16.05815
248.31	48.67382	16.91476
248.32	51.32096	18.07373
248.33	56.18354	19.49538
248.34	57.80481	20.96548
248.35	57.27182	22.46778
248.36	53.92884	24.21777
248.37	49.17897	26.09177
248.38	46.64095	25.3876
248.39	44.91273	23.73952
248.4	44.16343	22.9553
248.41	43.6625	22.39026
248.42	48.11257	22.52186
248.43	53.34684	22.7638
248.44	51.10762	21.0705
248.45	48.29637	19.22907
248.46	43.78228	22.3681
248.47	39.8994	25.41202
248.48	46.02233	26.54263
248.49	50.98479	26.93555
248.5	47.883	22.20221
248.51	46.35851	18.61311
248.52	51.49611	19.85693
248.53	55.2839	19.7096
248.54	55.17068	15.54183
248.55	54.26505	14.31418
248.56	51.69625	19.2574
248.57	49.55405	23.06535
248.58	48.0838	25.08513
248.59	46.16625	25.25654
248.6	43.71066	23.2047
248.61	45.50269	21.81608
248.62	51.22187	21.04063
248.63	51.39117	21.00248
248.64	47.62715	21.48688
248.65	43.45262	23.53824
248.66	39.0579	26.43015
248.67	38.98137	24.18267
248.68	40.61343	19.90168
248.69	40.28648	20.78851
248.7	39.41384	23.11485
248.71	37.99381	19.75733
248.72	36.47549	15.37915
248.73	38.48352	19.48586
248.74	40.82589	24.39703
248.75	43.13688	19.29652
248.76	45.08711	14.23415
248.77	39.33588	14.57328
248.78	34.56113	15.12806
248.79	37.66292	17.42235
248.8	40.17352	19.60568
248.81	39.91504	21.26928
248.82	39.74235	22.62079
248.83	39.83903	22.99249
248.84	38.9085	22.70401
248.85	35.66145	20.92668
248.86	34.00451	18.7099
248.87	35.02241	15.7539
248.88	38.0237	16.81406
248.89	43.56505	23.01764
248.9	45.3764	25.90663
248.91	43.51842	25.53493
248.92	38.54931	25.13555
248.93	31.23063	24.71525
248.94	29.57826	21.28789
248.95	31.17775	16.13478
248.96	34.30618	18.19509
248.97	38.08674	23.33218
248.98	36.99967	24.1969
248.99	34.43087	23.7611
249	36.60862	26.33664
249.01	39.74298	29.51907
249.02	40.55596	27.74079
249.03	41.10498	25.39842
249.04	43.02381	26.97819
249.05	44.75042	28.56083
249.06	38.3535	25.29774
249.07	32.76972	21.89832
249.08	34.95028	17.19704
249.09	37.44973	13.20596
249.1	41.61802	12.93145
249.11	43.71552	13.57728
249.12	38.7237	17.37387
249.13	34.66488	20.18077
249.14	32.87153	20.58452
249.15	31.23409	21.49628
249.16	29.87705	23.32168
249.17	29.33999	23.46625
249.18	29.92158	21.31775
249.19	32.52388	22.89493
249.2	37.24118	28.37166
249.21	40.07806	25.78086
249.22	41.40253	16.7014
249.23	39.29241	16.44456
249.24	35.07605	21.59819
249.25	35.04561	22.798
249.26	36.93564	22.18384
249.27	37.81877	19.28876
249.28	38.36831	15.63795
249.29	43.23229	17.51553
249.3	49.06417	20.63334
249.31	43.91969	18.79031
249.32	37.31236	16.28613
249.33	37.41303	17.91742
249.34	37.84674	19.80476
249.35	35.77888	23.81123
249.36	34.32082	27.21689
249.37	39.94282	23.64673
249.38	43.65654	20.54245
249.39	36.11195	20.18678
249.4	30.99963	20.35503
249.41	35.00611	22.48751
249.42	38.26296	23.02707
249.43	39.55538	19.39229
249.44	39.69366	16.4589
249.45	37.60977	14.87595
249.46	36.4146	16.41288
249.47	36.51179	22.4867
249.48	39.00094	22.66061
249.49	44.15404	16.26369
249.5	46.14805	14.63563
249.51	45.43723	17.09069
249.52	42.10974	21.3429
249.53	37.06934	26.77155
249.54	37.22442	27.42622
249.55	39.93849	25.72955
249.56	39.17056	23.65295
249.57	37.1513	21.43982
249.58	34.29032	21.38813
249.59	31.22058	21.87253
249.6	32.40878	21.36291
249.61	34.25073	20.70068
249.62	36.13751	19.31532
249.63	38.02753	17.87764
249.64	33.22585	17.40749
249.65	29.06221	17.14938
249.66	34.44175	19.97666
249.67	38.1276	22.27072
249.68	30.42172	20.97831
249.69	24.31349	20.19001
249.7	24.79789	21.4819
249.71	26.75643	21.5316
249.72	32.89539	18.05863
249.73	34.84849	16.07226
249.74	28.16051	17.15479
249.75	25.99997	17.41402
249.76	30.86254	16.39611
249.77	33.15249	16.49455
249.78	32.39307	17.9162
249.79	32.72427	18.60239
249.8	34.04926	18.61841
249.81	35.29783	20.80345
249.82	36.49305	24.50286
249.83	37.86828	28.1285
249.84	39.33853	31.7152
249.85	37.67936	27.51857
249.86	34.804	20.29708
249.87	30.70959	16.50323
249.88	26.28282	13.6439
249.89	29.44897	18.91314
249.9	33.94036	25.60112
249.91	35.70536	24.8523
249.92	37.22368	23.43064
249.93	35.82149	20.07248
249.94	34.48482	17.03594
249.95	35.45413	21.00985
249.96	36.47497	24.09662
249.97	37.89663	20.284
249.98	37.9548	18.18873
249.99	31.78327	23.93997
250	28.36091	26.57367
250.01	33.40132	19.61067
250.02	36.73938	16.64001
250.03	36.30306	22.521
250.04	36.50548	23.29906
250.05	37.76584	15.62523
250.06	38.74029	14.88653
250.07	39.35393	22.89949
250.08	36.7031	24.04701
250.09	30.88724	18.53823
250.1	28.89715	17.35497
250.11	29.75376	19.39026
250.12	30.58923	21.96235
250.13	31.41276	24.83771
250.14	34.39932	26.57509
250.15	38.29259	27.83545
250.16	42.31049	24.64074
250.17	46.36556	20.1173
250.18	36.52503	19.28036
250.19	23.95657	19.16715
250.2	23.03918	17.2046
250.21	23.39434	15.04007
250.22	24.76548	16.48447
250.23	26.1446	18.08585
250.24	26.74221	20.70324
250.25	27.78513	23.02005
250.26	32.90671	22.58373
250.27	36.00582	22.04674
250.28	28.80037	20.99678
250.29	24.86793	20.72604
250.3	31.91158	23.06841
250.31	35.34823	25.15795
250.32	30.17858	26.64422
250.33	27.96553	25.15057
250.34	30.98668	18.38143
250.35	32.25036	16.80881
250.36	31.15181	22.22091
250.37	31.82664	24.81785
250.38	34.33082	24.51077
250.39	30.77836	23.95134
250.4	22.42576	23.19192
250.41	22.50428	22.23137
250.42	27.67393	21.14936
250.43	29.45913	19.0538
250.44	29.71761	16.50103
250.45	29.7689	20.41094
250.46	29.75288	26.42065
250.47	28.27873	24.71694
250.48	26.48538	21.32461
250.49	31.89209	19.87853
250.5	38.22491	18.68279
250.51	34.50317	21.14639
250.52	30.34316	23.68404
250.53	30.29456	19.87142
250.54	30.4242	16.26782
250.55	32.52462	14.9754
250.56	34.26254	14.53743
250.57	33.92289	18.99626
250.58	33.18538	22.6661
250.59	30.98828	23.44155
250.6	28.85903	22.9195
250.61	26.90438	19.05829
250.62	26.67978	17.46862
250.63	29.73297	20.18269
250.64	32.1554	21.25649
250.65	33.67424	19.98062
250.66	31.08025	20.11398
250.67	23.97198	21.79411
250.68	22.69038	21.45885
250.69	26.32517	19.42304
250.7	29.67518	17.09272
250.71	32.84159	14.57251
250.72	32.78673	15.45849
250.73	31.17122	17.99472
250.74	32.33832	18.51268
250.75	34.48683	18.31882
250.76	32.1364	14.23729
250.77	28.69548	9.21342
250.78	29.68471	13.49899
250.79	31.3328	19.16906
250.8	30.24309	18.57856
250.81	28.97208	17.56794
250.82	30.68427	20.31406
250.83	32.04025	22.43272
250.84	28.47009	15.87399
250.85	25.76628	11.24566
250.86	28.70678	19.194
250.87	30.56542	24.19229
250.88	28.06124	17.29391
250.89	26.64603	13.38053
250.9	28.26155	17.77474
250.91	29.12549	21.40661
250.92	28.46325	23.4905
250.93	27.76891	23.99597
250.94	27.02552	22.08992
250.95	28.36872	17.55338
250.96	32.14929	9.94417
250.97	34.28691	12.20843
250.98	34.94914	23.33921
250.99	34.9032	25.42459
251	34.37021	21.28886
251.01	33.46501	19.65181
251.02	32.36646	19.31268
251.03	33.53608	19.92055
251.04	35.57137	20.88986
251.05	30.35037	19.72934
251.06	23.19351	18.00061
251.07	23.53732	20.11217
251.08	25.15284	22.87483
251.09	23.51093	23.5552
251.1	21.58834	24.05614
251.11	25.89651	27.98247
251.12	30.15863	31.45049
251.13	32.00006	25.68322
251.14	33.19384	20.39836
251.15	29.52649	18.73425
251.16	26.34452	17.74796
251.17	25.32662	19.78377
251.18	25.26964	21.39739
251.19	28.11346	21.73652
251.2	30.41854	21.85211
251.21	31.54914	21.48042
251.22	30.99123	21.8334
251.23	27.67955	23.36827
251.24	25.33982	23.542
251.25	24.2087	22.02316
251.26	23.52382	20.27326
251.27	23.26534	18.30259
251.28	26.96873	20.2935
251.29	33.57658	25.18864
251.3	32.88557	26.0347
251.31	28.1357	24.62907
251.32	24.21002	22.46807
251.33	20.62384	19.99595
251.34	22.26349	19.72466
251.35	25.4299	20.09635
251.36	26.18191	20.76665
251.37	26.47245	21.49402
251.38	28.24027	21.88447
251.39	30.16286	22.23963
251.4	26.14131	17.54497
251.41	22.15992	12.93327
251.42	23.9693	14.53276
251.43	25.72095	16.43396
251.44	26.96477	20.98946
251.45	27.48798	24.09828
251.46	24.43478	20.02718
251.47	23.24368	16.89092
251.48	28.17087	16.8263
251.49	29.74623	18.56812
251.5	23.462	24.54579
251.51	20.34075	26.28235
251.52	22.73171	20.62778
251.53	23.32244	17.51721
251.54	21.52909	17.77569
251.55	20.00823	17.906
251.56	18.76441	17.906
251.57	22.51857	16.9626
251.58	30.17585	15.28247
251.59	32.22048	20.80586
251.6	30.92807	30.61217
251.61	29.17689	30.0773
251.62	27.22224	24.95625
251.63	27.01935	19.39412
251.64	27.3745	13.69147
251.65	27.2108	16.82783
251.66	26.93629	21.8517
251.67	28.70247	20.04888
251.68	30.72174	17.39943
251.69	29.94824	14.88925
251.7	29.14889	12.50563
251.71	33.25204	15.73614
251.72	36.45461	18.68284
251.73	30.15435	18.63476
251.74	24.27694	18.10468
251.75	20.75486	14.88967
251.76	18.22173	13.43423
251.77	19.23964	18.2968
251.78	20.63298	20.3569
251.79	22.97535	15.33303
251.8	25.04142	13.67029
251.81	26.59231	18.27438
251.82	28.15672	20.03763
251.83	29.74018	17.79194
251.84	30.16716	19.04624
251.85	29.34312	24.08665
251.86	30.08902	20.96797
251.87	32.14034	11.06499
251.88	31.74147	10.10426
251.89	29.78683	14.82157
251.9	26.68343	15.82967
251.91	23.03262	15.07025
251.92	23.64212	16.54333
251.93	25.72601	18.78902
251.94	25.31537	20.47295
251.95	24.314	22.02385
251.96	26.56055	18.40575
251.97	29.27461	14.0436
251.98	30.50054	14.17599
251.99	31.6279	14.61436
252	32.16089	18.36236
252.01	32.31734	21.53286
252.02	27.55196	17.15468
252.03	23.67651	13.76587
252.04	25.42127	16.6252
252.05	26.08729	20.16778
252.06	22.50059	26.40393
252.07	20.80578	28.88663
252.08	24.27927	21.11561
252.09	25.59701	17.44067
252.1	22.60844	21.94809
252.11	21.45797	23.86284
252.12	23.07348	21.87615
252.13	25.12446	19.79909
252.14	27.67672	17.61801
252.15	28.39506	14.52862
252.16	27.49037	10.63536
252.17	25.56499	10.96971
252.18	22.94812	14.16817
252.19	27.93224	18.23286
252.2	36.8013	22.74028
252.21	36.02266	20.43196
252.22	31.62845	15.56939
252.23	28.91267	15.13942
252.24	26.63492	15.86627
252.25	28.69852	15.40036
252.26	31.47669	14.73813
252.27	26.77442	21.52671
252.28	21.4595	28.92552
252.29	19.4869	20.65216
252.3	17.96302	12.80828
252.31	23.48835	14.97281
252.32	28.1227	17.75613
252.33	26.29678	25.02621
252.34	24.9449	29.54648
252.35	25.65625	22.09857
252.36	26.04926	17.62408
252.37	25.49973	21.95366
252.38	24.67787	24.98313
252.39	23.27224	25.22558
252.4	23.08187	23.82528
252.41	24.84317	19.78675
252.42	25.08704	16.61914
252.43	23.47153	14.51871
252.44	22.73779	14.32374
252.45	22.83446	15.92323
252.46	25.64224	15.72171
252.47	30.40814	14.21941
252.48	27.10325	13.12404
252.49	19.38083	12.25141
252.5	19.04214	11.59738
252.51	21.69159	11.03182
252.52	25.86124	12.68989
252.53	30.46584	14.98418
252.54	30.27525	15.64345
252.55	29.19273	15.99861
252.56	25.24713	16.82405
252.57	21.01422	17.69669
252.58	25.43973	14.19276
252.59	29.84775	10.82839
252.6	28.39405	13.55848
252.61	26.94029	16.23054
252.62	25.48607	18.41162
252.63	24.10111	20.89712
252.64	23.05115	24.855
252.65	22.41085	27.14378
252.66	23.08962	24.05801
252.67	23.61666	21.2119
252.68	23.79398	18.91813
252.69	23.23383	17.10617
252.7	21.40842	16.12083
252.71	22.73009	18.49968
252.72	28.15822	25.2683
252.73	26.52547	29.02733
252.74	17.81771	29.77072
252.75	16.98	26.15898
252.76	22.19825	19.19597
252.77	25.89792	17.30782
252.78	28.70866	18.39035
252.79	26.38955	17.53779
252.8	21.83406	15.84163
252.81	21.58713	13.09876
252.82	22.68568	10.02902
252.83	25.99036	11.42544
252.84	29.75438	13.75178
252.85	31.26756	17.33377
252.86	32.5119	21.06574
252.87	28.11675	19.62323
252.88	23.62416	17.89483
252.89	24.85195	13.61384
252.9	25.95879	9.6913
252.91	25.84557	9.38422
252.92	25.70473	9.68892
252.93	25.41419	13.30768
252.94	25.764	16.3075
252.95	28.36485	17.13154
252.96	29.75979	17.20413
252.97	28.1603	15.41078
252.98	25.50664	15.75439
252.99	20.91857	20.01936
253	19.07468	21.37815
253.01	21.04587	18.69665
253.02	22.7118	16.26512
253.03	24.05229	14.10007
253.04	26.94703	15.45155
253.05	31.11532	19.68446
253.06	32.50017	19.34477
253.07	32.14449	16.14579
253.08	31.415	11.84716
253.09	30.51031	7.03318
253.1	28.27917	10.72128
253.11	25.59767	17.29604
253.12	25.25145	20.85368
253.13	25.44531	23.71353
253.14	26.67427	24.92793
253.15	28.04733	25.91326
253.16	25.44253	21.12202
253.17	22.63716	16.0581
253.18	23.97817	19.04719
253.19	25.19243	21.53542
253.2	24.83676	17.81947
253.21	24.85064	15.15097
253.22	27.12839	18.89897
253.23	28.07198	22.49055
253.24	23.87215	25.47912
253.25	22.34864	26.51968
253.26	28.00269	22.33588
253.27	30.83473	18.58775
253.28	28.12066	15.69585
253.29	25.28288	15.47249
253.3	22.26174	19.20446
253.31	23.88038	18.90964
253.32	30.76274	14.04655
253.33	32.15677	12.15212
253.34	28.76393	12.84692
253.35	28.31695	13.33832
253.36	29.8358	13.69399
253.37	31.01031	14.44697
253.38	32.01167	15.39974
253.39	28.7263	16.47117
253.4	23.86372	17.58626
253.41	23.51831	18.95835
253.42	24.32581	20.39603
253.43	21.28891	21.5132
253.44	17.6381	22.57918
253.45	19.14417	16.55506
253.46	21.05073	9.9803
253.47	20.74198	14.04711
253.48	20.38251	17.84903
253.49	19.44526	16.34622
253.5	19.38528	14.96046
253.51	25.47565	14.39542
253.52	29.48289	13.82723
253.53	24.63635	13.24564
253.54	22.55778	13.58658
253.55	28.51942	16.60721
253.56	31.56488	19.71632
253.57	28.46258	23.01197
253.58	25.78621	24.02972
253.59	23.78349	21.4449
253.6	23.43435	19.67972
253.61	25.08192	18.90427
253.62	25.20471	20.18179
253.63	23.9123	23.36474
253.64	21.90253	23.22489
253.65	19.38232	20.72071
253.66	20.11705	20.80993
253.67	22.6052	22.2962
253.68	24.90803	21.18167
253.69	27.13719	19.03316
253.7	27.20865	16.4049
253.71	26.67565	13.64224
253.72	29.61721	13.08198
253.73	33.18737	12.92017
253.74	29.82973	19.17107
253.75	25.80723	26.0374
253.76	30.91734	22.06361
253.77	35.72113	18.04442
253.78	29.33972	18.3515
253.79	23.63837	18.17283
253.8	23.47707	14.03711
253.81	22.79849	11.3288
253.82	19.68067	15.35131
253.83	18.61117	17.47712
253.84	24.00674	13.61642
253.85	26.62203	12.50624
253.86	22.93865	17.62729
253.87	21.82055	21.01817
253.88	25.03556	21.48654
253.89	27.72743	19.79926
253.9	29.74669	15.34044
253.91	28.87232	15.04325
253.92	25.14035	18.85587
253.93	23.31048	18.06512
253.94	22.92275	13.78413
253.95	22.23789	18.55261
253.96	21.3818	28.53624
253.97	24.94767	24.31594
253.98	30.40838	14.00921
253.99	28.02664	14.50092
254	23.24471	18.29752
254.01	26.37282	16.66804
254.02	31.10615	13.93743
254.03	25.95747	15.49636
254.04	19.67324	17.54819
254.05	23.43433	14.53034
254.06	27.37697	11.46296
254.07	24.11337	13.48274
254.08	21.27121	15.16141
254.09	22.499	13.54589
254.1	23.31724	12.98914
254.11	21.97675	18.01301
254.12	21.32702	21.13145
254.13	23.05524	17.69053
254.14	24.05089	16.37258
254.15	23.25942	20.2338
254.16	24.14904	22.09723
254.17	28.07487	20.35247
254.18	28.16917	21.63467
254.19	23.01555	27.06281
254.2	20.26484	25.56629
254.21	20.03892	16.79391
254.22	21.13556	15.86934
254.23	23.3001	21.28145
254.24	22.53517	24.2037
254.25	19.96637	25.59279
254.26	19.55411	22.68011
254.27	20.1357	17.78497
254.28	23.85622	14.23553
254.29	28.62212	11.13425
254.3	23.52985	13.5679
254.31	16.21169	17.25127
254.32	21.06813	16.86187
254.33	27.56224	15.92461
254.34	30.048	19.92938
254.35	32.21042	24.08562
254.36	26.65305	18.54428
254.37	21.60061	13.70403
254.38	22.48927	17.1129
254.39	22.92439	19.66356
254.4	20.66267	17.1113
254.41	19.72494	15.2159
254.42	23.78002	15.79749
254.43	25.93643	16.93925
254.44	23.09312	19.55613
254.45	22.45798	21.09386
254.46	26.09276	20.54484
254.47	27.41593	19.53602
254.48	25.36409	17.85589
254.49	23.46505	17.56381
254.5	21.73684	18.82366
254.51	22.0934	16.96482
254.52	24.2419	12.42535
254.53	24.01189	14.29026
254.54	22.21854	20.3646
254.55	20.30656	22.58044
254.56	18.33588	22.88752
254.57	23.949	20.15622
254.58	32.30109	16.32758
254.59	28.49994	20.46277
254.6	21.66618	26.58519
254.61	22.80654	20.50939
254.62	25.18148	12.54503
254.63	23.47785	12.93332
254.64	21.47461	13.93519
254.65	25.19001	13.5029
254.66	28.54693	13.11226
254.67	26.31778	13.40279
254.68	24.31483	14.28486
254.69	23.84646	19.18
254.7	23.02689	22.83029
254.71	20.74914	21.31197
254.72	20.48119	19.03406
254.73	25.94138	14.59126
254.74	29.1362	12.00929
254.75	27.6339	13.28568
254.76	25.85367	17.27813
254.77	23.64054	25.50098
254.78	22.60018	28.69284
254.79	22.95533	25.89813
254.8	21.42917	22.69815
254.81	18.18211	19.12748
254.82	16.26472	16.50686
254.83	15.27939	14.55222
254.84	17.16547	14.94127
254.85	20.57382	16.57281
254.86	23.78513	15.03266
254.87	26.91949	12.25397
254.88	25.93301	11.55457
254.89	23.81655	11.42533
254.9	22.75832	14.20873
254.91	21.8862	17.50438
254.92	25.02431	17.94391
254.93	28.52985	18.12175
254.94	29.41869	14.57247
254.95	30.08593	11.19229
254.96	27.27468	12.61395
254.97	24.52188	13.78378
254.98	22.22811	12.97628
254.99	21.29038	12.6188
255	26.58927	14.33099
255.01	28.70401	15.43952
255.02	20.96556	14.6801
255.03	16.49099	13.72557
255.04	19.2857	12.33648
255.05	22.33529	14.41109
255.06	25.80878	22.24621
255.07	26.24623	24.13788
255.08	22.83737	18.49986
255.09	22.36766	14.67108
255.1	24.75862	12.60322
255.11	25.17083	11.09936
255.12	24.10485	10.01684
255.13	21.7294	12.08858
255.14	18.61107	15.94979
255.15	18.33524	15.58217
255.16	19.25647	13.43366
255.17	22.61323	14.24286
255.18	26.70035	15.93902
255.19	24.55602	15.1533
255.2	21.17972	13.87692
255.21	22.70625	15.36503
255.22	24.77411	17.15838
255.23	24.68766	17.8119
255.24	24.45077	18.40292
255.25	21.93057	18.30625
255.26	19.68437	18.03161
255.27	19.97542	16.10902
255.28	20.30593	14.72926
255.29	20.83892	16.13489
255.3	21.55307	16.40239
255.31	22.87805	12.83222
255.32	24.9067	10.62679
255.33	28.62213	11.69277
255.34	29.67398	13.10789
255.35	25.99061	15.1437
255.36	23.07054	16.95243
255.37	21.18052	18.45473
255.38	20.9649	18.86979
255.39	22.48323	18.15897
255.4	24.10981	15.56788
255.41	25.82251	11.48075
255.42	26.17742	12.33143
255.43	25.70905	16.1761
255.44	24.09514	17.08612
255.45	21.96214	16.66635
255.46	21.07186	15.88105
255.47	20.58747	14.97636
255.48	23.08153	18.21508
255.49	26.23192	22.36683
255.5	24.67779	20.17009
255.51	22.51274	17.14894
255.52	22.28313	17.49148
255.53	22.15494	17.96438
255.54	22.09032	15.7833
255.55	22.27995	13.85253
255.56	25.31712	14.72516
255.57	27.546	15.38789
255.58	25.10696	14.83835
255.59	22.92961	15.06399
255.6	21.71784	18.14975
255.61	20.68628	20.07773
255.62	20.12072	19.01175
255.63	20.73504	19.07542
255.64	23.59437	21.28855
255.65	24.14794	21.03032
255.66	21.38528	17.2177
255.67	21.10553	14.71947
255.68	23.56163	13.66951
255.69	21.80155	12.96913
255.7	16.47009	12.56486
255.71	16.32662	13.12213
255.72	19.54162	14.30184
255.73	21.59377	14.89421
255.74	23.08004	15.20077
255.75	22.21672	14.64895
255.76	20.52056	13.79285
255.77	21.30473	16.02762
255.78	22.69382	19.01619
255.79	26.20426	16.23138
255.8	30.0329	12.58057
255.81	24.88746	10.72729
255.82	19.12711	9.00224
255.83	21.66334	11.68425
255.84	24.08684	14.25349
255.85	24.9269	15.23883
255.86	25.7499	16.35221
255.87	26.46073	18.30685
255.88	26.55823	19.46295
255.89	24.16726	17.37906
255.9	23.06974	15.88648
255.91	25.58994	16.04777
255.92	26.72296	16.2305
255.93	25.0268	16.45693
255.94	24.72037	17.49288
255.95	26.54577	19.77062
255.96	25.99937	22.07074
255.97	22.67166	24.39708
255.98	22.81006	22.39903
255.99	26.07314	16.50253
256	25.1605	19.52199
256.01	21.36442	28.69812
256.02	18.9694	25.90922
256.03	17.30529	16.87836
256.04	17.74303	15.3327
256.05	18.98685	16.65768
256.06	20.2054	15.81712
256.07	21.41716	14.39547
256.08	20.79352	16.53337
256.09	19.85626	19.27949
256.1	23.42154	16.21652
256.11	27.37994	12.64636
256.12	27.07175	11.52735
256.13	26.53867	10.54859
256.14	23.00057	11.50187
256.15	20.28754	12.64539
256.16	23.82565	15.23022
256.17	26.23618	16.87296
256.18	23.58674	14.28813
256.19	21.81427	12.41999
256.2	22.70293	12.72655
256.21	24.71084	12.25842
256.22	29.16966	10.09389
256.23	30.30259	11.41441
256.24	25.98903	18.44203
256.25	23.90302	20.39673
256.26	24.59783	16.01856
256.27	24.31951	13.80904
256.28	23.10775	13.67979
256.29	22.50079	14.93706
256.3	22.33898	17.21481
256.31	24.55129	15.28403
256.32	28.0894	11.00305
256.33	28.40504	13.02951
256.34	27.38713	17.66617
256.35	26.04477	18.85646
256.36	24.60709	19.03429
256.37	24.14481	15.12066
256.38	23.8703	10.41938
256.39	24.63257	10.30509
256.4	25.50469	10.67679
256.41	25.70347	14.46382
256.42	25.7054	18.04768
256.43	20.92347	13.21716
256.44	16.76382	9.06937
256.45	18.13688	10.99197
256.46	19.18679	12.98455
256.47	18.62175	15.32692
256.48	18.62345	16.65951
256.49	20.49745	14.65627
256.5	21.18707	13.67365
256.51	19.08664	15.09531
256.52	18.7311	15.88834
256.53	21.42914	15.58126
256.54	24.39747	14.99701
256.55	27.72518	14.04424
256.56	27.7911	12.16378
256.57	24.52802	9.3365
256.58	23.90885	9.22587
256.59	25.36256	11.24513
256.6	25.30941	14.85282
256.61	24.35664	19.40884
256.62	22.87815	18.49945
256.63	21.16545	15.1552
256.64	23.44202	15.17608
256.65	26.99616	16.27463
256.66	22.21311	18.27736
256.67	15.63783	20.47446
256.68	18.03608	18.73749
256.69	21.55816	16.50782
256.7	22.61296	17.30046
256.71	23.52455	18.20352
256.72	23.20145	17.42807
256.73	22.71934	16.57655
256.74	20.53879	14.91244
256.75	19.13747	13.60015
256.76	22.1095	14.26238
256.77	23.97106	14.19947
256.78	21.82255	11.51797
256.79	20.47728	10.49304
256.8	21.17208	13.67548
